area_code,district,city,province
640106,金凤区,银川,宁夏
640121,永宁县,银川,宁夏
640122,贺兰县,银川,宁夏
640181,灵武市,银川,宁夏
640202,大武口区,石嘴山,宁夏
640205,惠农区,石嘴山,宁夏
640221,平罗县,石嘴山,宁夏
640302,利通区,吴忠,宁夏
640303,红寺堡区,吴忠,宁夏
640323,盐池县,吴忠,宁夏
640324,同心县,吴忠,宁夏
640381,青铜峡市,吴忠,宁夏
640402,原州区,固原,宁夏
640422,西吉县,固原,宁夏
640423,隆德县,固原,宁夏
640424,泾源县,固原,宁夏
640425,彭阳县,固原,宁夏
640502,沙坡头区,中卫,宁夏
640521,中宁县,中卫,宁夏
640522,海原县,中卫,宁夏
650102,天山区,乌鲁木齐,新疆
650103,沙依巴克区,乌鲁木齐,新疆
650104,新市区,乌鲁木齐,新疆
650105,水磨沟区,乌鲁木齐,新疆
650106,头屯河区,乌鲁木齐,新疆
650107,达坂城区,乌鲁木齐,新疆
650109,米东区,乌鲁木齐,新疆
650121,乌鲁木齐县,乌鲁木齐,新疆
650202,独山子区,克拉玛依,新疆
650203,克拉玛依区,克拉玛依,新疆
650204,白碱滩区,克拉玛依,新疆
650205,乌尔禾区,克拉玛依,新疆
652101,吐鲁番市,吐鲁番,新疆
652122,鄯善县,吐鲁番,新疆
652123,托克逊县,吐鲁番,新疆
652201,哈密市,哈密,新疆
652222,巴里坤哈萨克自治县,哈密,新疆
652223,伊吾县,哈密,新疆
652301,昌吉市,昌吉,新疆
652302,阜康市,昌吉,新疆
652323,呼图壁县,昌吉,新疆
652324,玛纳斯县,昌吉,新疆
652325,奇台县,昌吉,新疆
652327,吉木萨尔县,昌吉,新疆
652328,木垒哈萨克自治县,昌吉,新疆
652701,博乐市,博尔塔拉蒙,新疆
652702,阿拉山口市,博尔塔拉蒙,新疆
652722,精河县,博尔塔拉蒙,新疆
652723,温泉县,博尔塔拉蒙,新疆
652801,库尔勒市,巴音郭楞蒙,新疆
652822,轮台县,巴音郭楞蒙,新疆
652823,尉犁县,巴音郭楞蒙,新疆
652824,若羌县,巴音郭楞蒙,新疆
652825,且末县,巴音郭楞蒙,新疆
652826,焉耆回族自治县,巴音郭楞蒙,新疆
652827,和静县,巴音郭楞蒙,新疆
652828,和硕县,巴音郭楞蒙,新疆
652829,博湖县,巴音郭楞蒙,新疆
652901,阿克苏市,阿克苏,新疆
652922,温宿县,阿克苏,新疆
652923,库车县,阿克苏,新疆
652924,沙雅县,阿克苏,新疆
652925,新和县,阿克苏,新疆
652926,拜城县,阿克苏,新疆
652927,乌什县,阿克苏,新疆
652928,阿瓦提县,阿克苏,新疆
652929,柯坪县,阿克苏,新疆
653001,阿图什市,克孜勒,新疆
653022,阿克陶县,克孜勒,新疆
653023,阿合奇县,克孜勒,新疆
653024,乌恰县,克孜勒,新疆
653101,喀什市,喀什,新疆
653121,疏附县,喀什,新疆
653122,疏勒县,喀什,新疆
653123,英吉沙县,喀什,新疆
653124,泽普县,喀什,新疆
653125,莎车县,喀什,新疆
653126,叶城县,喀什,新疆
653127,麦盖提县,喀什,新疆
653128,岳普湖县,喀什,新疆
653129,伽师县,喀什,新疆
653130,巴楚县,喀什,新疆
653131,塔什库尔干塔吉克自治县,喀什,新疆
653201,和田市,和田,新疆
653221,和田县,和田,新疆
653222,墨玉县,和田,新疆
653223,皮山县,和田,新疆
653224,洛浦县,和田,新疆
653225,策勒县,和田,新疆
653226,于田县,和田,新疆
653227,民丰县,和田,新疆
654002,伊宁市,伊犁,新疆
654003,奎屯市,伊犁,新疆
654021,伊宁县,伊犁,新疆
654022,察布查尔锡伯自治县,伊犁,新疆
654023,霍城县,伊犁,新疆
654024,巩留县,伊犁,新疆
654025,新源县,伊犁,新疆
654026,昭苏县,伊犁,新疆
654027,特克斯县,伊犁,新疆
654028,尼勒克县,伊犁,新疆
654201,塔城市,塔城,新疆
654202,乌苏市,塔城,新疆
654221,额敏县,塔城,新疆
654223,沙湾县,塔城,新疆
654224,托里县,塔城,新疆
654225,裕民县,塔城,新疆
654226,和布克赛尔蒙古自治县,塔城,新疆
654301,阿勒泰市,阿勒泰,新疆
654321,布尔津县,阿勒泰,新疆
654322,富蕴县,阿勒泰,新疆
654323,福海县,阿勒泰,新疆
654324,哈巴河县,阿勒泰,新疆
654325,青河县,阿勒泰,新疆
654326,吉木乃县,阿勒泰,新疆
659001,石河子,石河子,新疆
659002,阿拉尔市,阿拉尔市,新疆
659003,图木舒克市,图木舒克市,新疆
659004,五家渠市,五家渠市,新疆
810001,西贡区,香港,香港
810002,离岛,香港,香港
810003,屯门区,香港,香港
810004,元朗区,香港,香港
810005,荃湾区,香港,香港
810006,北区,香港,香港
810007,大埔区,香港,香港
810008,沙田区,香港,香港
810009,葵青区,香港,香港
810010,九龙,香港,香港
810011,深水埗区,香港,香港
810012,黄大仙区,香港,香港
810013,南区,香港,香港
810015,湾仔区,香港,香港
810017,观塘区,香港,香港
810018,油尖旺区,香港,香港
810019,香港岛,香港,香港
810020,新界,香港,香港
820100,氹仔岛,澳门,澳门
820200,澳门半岛,澳门,澳门
820300,路氹城,澳门,澳门
820400,路环岛,澳门,澳门
